Posição;Código IBGE;Município;Unidade federativa;População
5057º;3115003;Cascalho Rico; Minas Gerais;3 092
5058º;4323754;Vitória das Missões; Rio Grande do Sul;3 092
5059º;3119609;Coronel Pacheco; Minas Gerais;3 090
5060º;4318051;São Domingos do Sul; Rio Grande do Sul;3 083
5061º;2516755;Tenório; Paraíba;3 081
5062º;2211506;Vera Mendes; Piauí;3 080
5063º;4321329;Taquaruçu do Sul; Rio Grande do Sul;3 077
5064º;5200902;Amorinópolis; Goiás;3 069
5065º;4204178;Cerro Negro; Santa Catarina;3 068
5066º;2403756;Fernando Pedroza; Rio Grande do Norte;3 067
5067º;5221809;Urutaí; Goiás;3 066
5068º;3160603;Santo Hipólito; Minas Gerais;3 065
5069º;3528858;Marapoama; São Paulo;3 064
5070º;5003900;Figueirão; Mato Grosso do Sul;3 059
5071º;5202601;Aurilândia; Goiás;3 058
5072º;2209757;São Gonçalo do Gurgueia; Piauí;3 057
5073º;4202537;Bom Jesus; Santa Catarina;3 057
5074º;4321469;Tio Hugo; Rio Grande do Sul;3 055
5075º;2510600;Ouro Velho; Paraíba;3 046
5076º;4107553;Farol; Paraná;3 041
5077º;2210391;São Miguel do Fidalgo; Piauí;3 038
5078º;4300570;Alto Feliz; Rio Grande do Sul;3 036
5079º;4314548;Pinto Bandeira; Rio Grande do Sul;3 036
5080º;1717206;Piraquê; Tocantins;3 033
5081º;4323770;Westfália; Rio Grande do Sul;3 031
5082º;3164431;São Sebastião da Vargem Alegre; Minas Gerais;3 024
5083º;4309571;Herveiras; Rio Grande do Sul;3 019
5084º;3101409;Albertina; Minas Gerais;3 011
5085º;4101655;Arapuã; Paraná;3 009
5086º;5103957;Glória d'Oeste; Mato Grosso;3 008
5087º;4204194;Chapadão do Lageado; Santa Catarina;3 006
5088º;2205359;João Costa; Piauí;3 005
5089º;3148806;Pedra do Anta; Minas Gerais;3 005
5090º;3506201;Bento de Abreu; São Paulo;3 005
5091º;2206951;Novo Santo Antônio; Piauí;3 003
5092º;4306379;Dilermando de Aguiar; Rio Grande do Sul;3 002
5093º;3153301;Presidente Kubitschek; Minas Gerais;3 001
5094º;5220702;Sítio d'Abadia; Goiás;3 001
5095º;4209805;Leoberto Leal; Santa Catarina;3 000
5096º;4306700;Dona Francisca; Rio Grande do Sul;2 999
5097º;3122801;Dom Viçoso; Minas Gerais;2 997
5098º;3130002;Ibituruna; Minas Gerais;2 996
5099º;2506202;Frei Martinho; Paraíba;2 989
5100º;1100908;Castanheiras; Rondônia;2 987
5101º;3140209;Maripá de Minas; Minas Gerais;2 987
5102º;4306973;Erebango; Rio Grande do Sul;2 982
5103º;4311734;Mampituba; Rio Grande do Sul;2 973
5104º;3126406;Fortuna de Minas; Minas Gerais;2 967
5105º;5206305;Cristianópolis; Goiás;2 964
5106º;4207577;Iomerê; Santa Catarina;2 962
5107º;4103404;Cafeara; Paraná;2 954
5108º;5206800;Damolândia; Goiás;2 953
5109º;2211605;Vila Nova do Piauí; Piauí;2 952
5110º;4301073;Arroio do Padre; Rio Grande do Sul;2 951
5111º;4319372;São Pedro do Butiá; Rio Grande do Sul;2 949
5112º;3547106;Santa Mercedes; São Paulo;2 943
5113º;4214151;Princesa; Santa Catarina;2 937
5114º;4315149;Presidente Lucena; Rio Grande do Sul;2 937
5115º;1704105;Centenário; Tocantins;2 936
5116º;5214879;Nova Iguaçu de Goiás; Goiás;2 934
5117º;2209609;São Félix do Piauí; Piauí;2 932
5118º;4101150;Ângulo; Paraná;2 930
5119º;4126652;Sulina; Paraná;2 930
5120º;2210953;Tamboril do Piauí; Piauí;2 929
5121º;2509370;Mato Grosso; Paraíba;2 926
5122º;4106852;Cruzmaltina; Paraná;2 921
5123º;4311239;Lagoa Bonita do Sul; Rio Grande do Sul;2 921
5124º;4312443;Morrinhos do Sul; Rio Grande do Sul;2 919
5125º;2515708;Serra Grande; Paraíba;2 916
5126º;2707008;Pindoba; Alagoas;2 905
5127º;3515905;Floreal; São Paulo;2 900
5128º;4108551;Godoy Moreira; Paraná;2 898
5129º;1719004;Santa Tereza do Tocantins; Tocantins;2 897
5130º;5210158;Ipiranga de Goiás; Goiás;2 893
5131º;4320230;Sede Nova; Rio Grande do Sul;2 891
5132º;3507753;Brejo Alegre; São Paulo;2 889
5133º;4211256;Morro Grande; Santa Catarina;2 888
5134º;4213153;Planalto Alegre; Santa Catarina;2 888
5135º;4214300;Rancho Queimado; Santa Catarina;2 887
5136º;4308656;Garruchos; Rio Grande do Sul;2 886
5137º;4307450;Esperança do Sul; Rio Grande do Sul;2 885
5138º;3121506;Desterro do Melo; Minas Gerais;2 884
5139º;4305116;Centenário; Rio Grande do Sul;2 877
5140º;5106851;Porto Estrela; Mato Grosso;2 877
5141º;3110400;Camacho; Minas Gerais;2 869
5142º;4323200;Victor Graeff; Rio Grande do Sul;2 860
5143º;5212006;Jaupaci; Goiás;2 860
5144º;2205540;Lagoinha do Piauí; Piauí;2 858
5145º;1718709;Rio dos Bois; Tocantins;2 856
5146º;4323705;Vista Gaúcha; Rio Grande do Sul;2 855
5147º;2404101;Galinhos; Rio Grande do Norte;2 845
5148º;4306072;Cristal do Sul; Rio Grande do Sul;2 844
5149º;5215207;Novo Brasil; Goiás;2 843
5150º;2517100;Várzea; Paraíba;2 841
5151º;4117297;Novo Itacolomi; Paraná;2 840
5152º;5221577;Uirapuru; Goiás;2 840
5153º;5206602;Cumari; Goiás;2 837
5154º;3103801;Arapuá; Minas Gerais;2 835
5155º;5221304;Três Ranchos; Goiás;2 830
5156º;5219209;Santa Cruz de Goiás; Goiás;2 819
5157º;3549003;São Francisco; São Paulo;2 817
5158º;4318440;São Jorge; Rio Grande do Sul;2 816
5159º;4215901;São Bonifácio; Santa Catarina;2 814
5160º;2403905;Francisco Dantas; Rio Grande do Norte;2 813
5161º;3117207;Conceição das Pedras; Minas Gerais;2 813
5162º;3553658;Taquaral; São Paulo;2 813
5163º;1720978;Talismã; Tocantins;2 812
5164º;3145505;Olímpio Noronha; Minas Gerais;2 809
5165º;3163607;São José do Mantimento; Minas Gerais;2 806
5166º;3510104;Cândido Rodrigues; São Paulo;2 799
5167º;4205605;Galvão; Santa Catarina;2 791
5168º;4315321;Quevedos; Rio Grande do Sul;2 790
5169º;4101051;Anahy; Paraná;2 788
5170º;3103603;Arantina; Minas Gerais;2 787
5171º;5210307;Israelândia; Goiás;2 786
5172º;4102703;Barra do Jacaré; Paraná;2 781
5173º;4111308;Itaúna do Sul; Paraná;2 781
5174º;5104500;Indiavaí; Mato Grosso;2 779
5175º;4302253;Boa Vista do Sul; Rio Grande do Sul;2 778
5176º;1101476;Primavera de Rondônia; Rondônia;2 776
5177º;3130804;Ingaí; Minas Gerais;2 776
5178º;3516507;Gabriel Monteiro; São Paulo;2 776
5179º;2210979;Tanque do Piauí; Piauí;2 773
5180º;4321493;Toropi; Rio Grande do Sul;2 772
5181º;3515301;Estrela do Norte; São Paulo;2 770
5182º;4320321;Senador Salgado Filho; Rio Grande do Sul;2 770
5183º;2919959;Maetinga; Bahia;2 764
5184º;4304697;Capitão; Rio Grande do Sul;2 763
5185º;4306320;Derrubadas; Rio Grande do Sul;2 761
5186º;4212601;Peritiba; Santa Catarina;2 760
5187º;4306957;Entre Rios do Sul; Rio Grande do Sul;2 758
5188º;3557154;Zacarias; São Paulo;2 752
5189º;3162302;São João da Mata; Minas Gerais;2 746
5190º;1715259;Novo Jardim; Tocantins;2 745
5191º;4305975;Coxilha; Rio Grande do Sul;2 743
5192º;5107156;Reserva do Cabaçal; Mato Grosso;2 743
5193º;4303558;Camargo; Rio Grande do Sul;2 742
5194º;4307864;Fagundes Varela; Rio Grande do Sul;2 741
5195º;4323507;Vista Alegre; Rio Grande do Sul;2 739
5196º;4119251;Pinhal de São Bento; Paraná;2 737
5197º;3150109;Piau; Minas Gerais;2 733
5198º;4316477;Salvador das Missões; Rio Grande do Sul;2 733
5199º;2406403;Lagoa de Velhos; Rio Grande do Norte;2 732
5200º;1712702;Mateiros; Tocantins;2 729
5201º;1721307;Tupiratins; Tocantins;2 729
5202º;4319737;São Valério do Sul; Rio Grande do Sul;2 729
5203º;3120003;Córrego Novo; Minas Gerais;2 728
5204º;3140407;Marmelópolis; Minas Gerais;2 728
5205º;2208551;Porto Alegre do Piauí; Piauí;2 720
5206º;4204152;Celso Ramos; Santa Catarina;2 719
5207º;2508406;Lastro; Paraíba;2 718
5208º;1718451;Pugmil; Tocantins;2 717
5209º;2411601;São Bento do Norte; Rio Grande do Norte;2 717
5210º;4202156;Belmonte; Santa Catarina;2 709
5211º;3109808;Cachoeira Dourada; Minas Gerais;2 706
5212º;4310876;Jacuizinho; Rio Grande do Sul;2 706
5213º;5106315;Novo Santo Antônio; Mato Grosso;2 705
5214º;3104403;Argirita; Minas Gerais;2 704
5215º;4311791;Maratá; Rio Grande do Sul;2 702
5216º;4108106;Flórida; Paraná;2 699
5217º;2411429;Santana do Seridó; Rio Grande do Norte;2 689
5218º;4313011;Nova Candelária; Rio Grande do Sul;2 688
5219º;2504108;Carrapateira; Paraíba;2 687
5220º;4128625;Alto Paraíso; Paraná;2 685
5221º;3507456;Borebi; São Paulo;2 683
5222º;3116209;Chiador; Minas Gerais;2 671
5223º;4321832;Três Forquilhas; Rio Grande do Sul;2 669
5224º;3101300;Alagoa; Minas Gerais;2 665
5225º;4315552;Rio dos Índios; Rio Grande do Sul;2 660
5226º;2405900;João Dias; Rio Grande do Norte;2 654
5227º;3516101;Florínea; São Paulo;2 653
5228º;3554607;Timburi; São Paulo;2 652
5229º;4212056;Palmeira; Santa Catarina;2 650
5230º;5106455;Planalto da Serra; Mato Grosso;2 649
5231º;4202081;Bandeirante; Santa Catarina;2 648
5232º;2210375;São Luís do Piauí; Piauí;2 646
5233º;3113800;Carmésia; Minas Gerais;2 646
5234º;4321634;Três Arroios; Rio Grande do Sul;2 643
5235º;2513653;Joca Claudino; Paraíba;2 639
